Attribute,Attribute,ISBLANK,Description,Value,Missing_value,Meaning
,LP_LEBENSPHASE_FEIN,1,lifestage fine,38,[0],homeowners at retirement age from mulitperson households
,LP_LEBENSPHASE_FEIN,1,lifestage fine,39,[0],top earners of middle age from mulitperson households
,LP_LEBENSPHASE_FEIN,1,lifestage fine,40,[0],top earners at retirement age from mulitperson households
LP_LEBENSPHASE_GROB,LP_LEBENSPHASE_GROB,0,lifestage rough,1,[0],single low-income- and average earners of younger age
,LP_LEBENSPHASE_GROB,1,lifestage rough,2,[0],single low-income- and average earners of higher age
,LP_LEBENSPHASE_GROB,1,lifestage rough,3,[0],single high-income earners
,LP_LEBENSPHASE_GROB,1,lifestage rough,4,[0],single low-income- and average earner-couples
,LP_LEBENSPHASE_GROB,1,lifestage rough,5,[0],single high-income earner-couples
,LP_LEBENSPHASE_GROB,1,lifestage rough,6,[0],single parents
,LP_LEBENSPHASE_GROB,1,lifestage rough,7,[0],single low-income- and average earner-families
,LP_LEBENSPHASE_GROB,1,lifestage rough,8,[0],high-income earner-families
,LP_LEBENSPHASE_GROB,1,lifestage rough,9,[0],average earners of younger age from mulitperson households
,LP_LEBENSPHASE_GROB,1,lifestage rough,10,[0],low-income- and average earners of higher age from mulitperson households
,LP_LEBENSPHASE_GROB,1,lifestage rough,11,[0],high-income earners of younger age from multiperson households
,LP_LEBENSPHASE_GROB,1,lifestage rough,12,[0],high-income earners of higher age from multiperson households
LP_STATUS_FEIN,LP_STATUS_FEIN,0,social status fine,1,"[-1,0]",typical low-income earners
,LP_STATUS_FEIN,1,social status fine,2,"[-1,0]",orientationseeking low-income earners
,LP_STATUS_FEIN,1,social status fine,3,"[-1,0]",aspiring low-income earners
,LP_STATUS_FEIN,1,social status fine,4,"[-1,0]",villagers
,LP_STATUS_FEIN,1,social status fine,5,"[-1,0]",minimalistic high-income earners
,LP_STATUS_FEIN,1,social status fine,6,"[-1,0]",independant workers
,LP_STATUS_FEIN,1,social status fine,7,"[-1,0]",title holder-households
,LP_STATUS_FEIN,1,social status fine,8,"[-1,0]",new houseowners
,LP_STATUS_FEIN,1,social status fine,9,"[-1,0]",houseowners
,LP_STATUS_FEIN,1,social status fine,10,"[-1,0]",top earners
LP_STATUS_GROB,LP_STATUS_GROB,0,social status rough,1,"[-1,0]",low-income earners
,LP_STATUS_GROB,1,social status rough,2,"[-1,0]",
,LP_STATUS_GROB,1,social status rough,3,"[-1,0]",average earners
,LP_STATUS_GROB,1,social status rough,4,"[-1,0]",
,LP_STATUS_GROB,1,social status rough,5,"[-1,0]",
,LP_STATUS_GROB,1,social status rough,6,"[-1,0]",independants
,LP_STATUS_GROB,1,social status rough,7,"[-1,0]",
,LP_STATUS_GROB,1,social status rough,8,"[-1,0]",houseowners
,LP_STATUS_GROB,1,social status rough,9,"[-1,0]",
,LP_STATUS_GROB,1,social status rough,10,"[-1,0]",top earners
MIN_GEBAEUDEJAHR,MIN_GEBAEUDEJAHR,0,year the building was first mentioned in our database,…,,numeric value
MOBI_REGIO,MOBI_REGIO,0,moving patterns,1,"[-1,0]",very high mobility
,MOBI_REGIO,1,moving patterns,2,"[-1,0]",high mobility
,MOBI_REGIO,1,moving patterns,3,"[-1,0]",middle mobility
,MOBI_REGIO,1,moving patterns,4,"[-1,0]",low mobility
,MOBI_REGIO,1,moving patterns,5,"[-1,0]",very low mobility
,MOBI_REGIO,1,moving patterns,6,"[-1,0]",none
NATIONALITAET_KZ,NATIONALITAET_KZ,0,nationaltity (scored by prename analysis),"-1, 0","[-1,0]",unknown
,NATIONALITAET_KZ,1,nationaltity (scored by prename analysis),1,"[-1,0]",sounding german
,NATIONALITAET_KZ,1,nationaltity (scored by prename analysis),2,"[-1,0]",sounding foreign
,NATIONALITAET_KZ,1,nationaltity (scored by prename analysis),3,"[-1,0]",assimilated names
ONLINE_AFFINITAET,ONLINE_AFFINITAET,0,online affinity,0,"[-1,0]",none
,ONLINE_AFFINITAET,1,online affinity,1,"[-1,0]",low
,ONLINE_AFFINITAET,1,online affinity,2,"[-1,0]",middle
,ONLINE_AFFINITAET,1,online affinity,3,"[-1,0]",high
,ONLINE_AFFINITAET,1,online affinity,4,"[-1,0]",very high
,ONLINE_AFFINITAET,1,online affinity,5,"[-1,0]",highest
ORTSGR_KLS9,ORTSGR_KLS9,0,size of the community,-1,[-1],unknown
,ORTSGR_KLS9,1,- classified number of inhabitants,1,[-1],<= 2.000 inhabitants
,ORTSGR_KLS9,1,- classified number of inhabitants,2,[-1],2.001 to 5.000 inhabitants
,ORTSGR_KLS9,1,- classified number of inhabitants,3,[-1],5.001 to 10.000 inhabitants
,ORTSGR_KLS9,1,- classified number of inhabitants,4,[-1],10.001 to 20.000 inhabitants
,ORTSGR_KLS9,1,- classified number of inhabitants,5,[-1],20.001 to 50.000 inhabitants
,ORTSGR_KLS9,1,- classified number of inhabitants,6,[-1],50.001 to 100.000 inhabitants
,ORTSGR_KLS9,1,- classified number of inhabitants,7,[-1],100.001 to 300.000 inhabitants
,ORTSGR_KLS9,1,- classified number of inhabitants,8,[-1],300.001 to 700.000 inhabitants
,ORTSGR_KLS9,1,- classified number of inhabitants,9,[-1],> 700.000  inhabitants
OST_WEST_KZ,OST_WEST_KZ,0,flag indicating the former GDR/FRG,-1,[-1],unknown
,OST_WEST_KZ,1,flag indicating the former GDR/FRG,O,,East (GDR)
,OST_WEST_KZ,1,flag indicating the former GDR/FRG,W,,West (FRG)
PLZ8_ANTG1,PLZ8_ANTG1,0,number of 1-2 family houses in the PLZ8,-1,[-1],unknown
,PLZ8_ANTG1,1,number of 1-2 family houses in the PLZ8,0,[-1],none
,PLZ8_ANTG1,1,number of 1-2 family houses in the PLZ8,1,[-1],low share
,PLZ8_ANTG1,1,number of 1-2 family houses in the PLZ8,2,[-1],average share
,PLZ8_ANTG1,1,number of 1-2 family houses in the PLZ8,3,[-1],high share
,PLZ8_ANTG1,1,number of 1-2 family houses in the PLZ8,4,[-1],very high share
PLZ8_ANTG2,PLZ8_ANTG2,0,number of 3-5 family houses in the PLZ8,-1,[-1],unknown
,PLZ8_ANTG2,1,number of 3-5 family houses in the PLZ8,0,[-1],none
,PLZ8_ANTG2,1,number of 3-5 family houses in the PLZ8,1,[-1],low share
,PLZ8_ANTG2,1,number of 3-5 family houses in the PLZ8,2,[-1],average share
,PLZ8_ANTG2,1,number of 3-5 family houses in the PLZ8,3,[-1],high share
,PLZ8_ANTG2,1,number of 3-5 family houses in the PLZ8,4,[-1],very high share
PLZ8_ANTG3,PLZ8_ANTG3,0,number of 6-10 family houses in the PLZ8,-1,[-1],unknown
,PLZ8_ANTG3,1,number of 6-10 family houses in the PLZ8,0,[-1],none
,PLZ8_ANTG3,1,number of 6-10 family houses in the PLZ8,1,[-1],low share
,PLZ8_ANTG3,1,number of 6-10 family houses in the PLZ8,2,[-1],average share
,PLZ8_ANTG3,1,number of 6-10 family houses in the PLZ8,3,[-1],high share
PLZ8_ANTG4,PLZ8_ANTG4,0,number of >10 family houses in the PLZ8,-1,[-1],unknown
,PLZ8_ANTG4,1,number of >10 family houses in the PLZ8,0,[-1],none
,PLZ8_ANTG4,1,number of >10 family houses in the PLZ8,1,[-1],low share
,PLZ8_ANTG4,1,number of >10 family houses in the PLZ8,2,[-1],high share
PLZ8_BAUMAX,PLZ8_BAUMAX,0,most common building-type within the PLZ8,1,[-1],mainly 1-2 family homes
,PLZ8_BAUMAX,1,most common building-type within the PLZ8,2,[-1],mainly 3-5 family homes
,PLZ8_BAUMAX,1,most common building-type within the PLZ8,3,[-1],mainly 6-10 family homes
,PLZ8_BAUMAX,1,most common building-type within the PLZ8,4,[-1],mainly >10 family homes
,PLZ8_BAUMAX,1,most common building-type within the PLZ8,5,[-1],mainly business building
PLZ8_GBZ,PLZ8_GBZ,0,number of buildings within the PLZ8,-1,[-1],unknown
,PLZ8_GBZ,1,number of buildings within the PLZ8,1,[-1],less than 60 buildings
,PLZ8_GBZ,1,number of buildings within the PLZ8,2,[-1],60-129 buildings
,PLZ8_GBZ,1,number of buildings within the PLZ8,3,[-1],130-299 buildings
,PLZ8_GBZ,1,number of buildings within the PLZ8,4,[-1],300-449 buildings
,PLZ8_GBZ,1,number of buildings within the PLZ8,5,[-1],more than 449 buildings
PLZ8_HHZ,PLZ8_HHZ,0,number of households within the PLZ8,-1,[-1],unknown
,PLZ8_HHZ,1,number of households within the PLZ8,1,[-1],less than 130 households
,PLZ8_HHZ,1,number of households within the PLZ8,2,[-1],131-299 households
,PLZ8_HHZ,1,number of households within the PLZ8,3,[-1],300-599 households
,PLZ8_HHZ,1,number of households within the PLZ8,4,[-1],600-849 households
,PLZ8_HHZ,1,number of households within the PLZ8,5,[-1],more than 849 households
PRAEGENDE_JUGENDJAHRE,PRAEGENDE_JUGENDJAHRE,0,dominating movement in the person's youth (avantgarde or mainstream),"-1, 0","[-1,0]",unknown
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),1,"[-1,0]","40ies - war years (Mainstream, O+W)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),2,"[-1,0]","40ies - reconstruction years (Avantgarde, O+W)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),3,"[-1,0]","50ies - economic miracle (Mainstream, O+W)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),4,"[-1,0]","50ies - milk bar / Individualisation (Avantgarde, O+W)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),5,"[-1,0]","60ies - economic miracle (Mainstream, O+W)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),6,"[-1,0]","60ies - generation 68 / student protestors (Avantgarde, W)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),7,"[-1,0]","60ies - opponents to the building of the Wall (Avantgarde, O)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),8,"[-1,0]","70ies - family orientation (Mainstream, O+W)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),9,"[-1,0]","70ies - peace movement (Avantgarde, O+W)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),10,"[-1,0]","80ies - Generation Golf (Mainstream, W)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),11,"[-1,0]","80ies - ecological awareness (Avantgarde, W)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),12,"[-1,0]","80ies - FDJ / communist party youth organisation (Mainstream, O)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),13,"[-1,0]","80ies - Swords into ploughshares (Avantgarde, O)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),14,"[-1,0]","90ies - digital media kids (Mainstream, O+W)"
,PRAEGENDE_JUGENDJAHRE,1,dominating movement in the person's youth (avantgarde or mainstream),15,"[-1,0]","90ies - ecological awareness (Avantgarde, O+W)"
REGIOTYP,REGIOTYP,0,neighbourhood,"-1, 0","[-1,0]",unknown
,REGIOTYP,1,neighbourhood,1,"[-1,0]",upper class
,REGIOTYP,1,neighbourhood,2,"[-1,0]",conservatives
,REGIOTYP,1,neighbourhood,3,"[-1,0]",upper middle class
,REGIOTYP,1,neighbourhood,4,"[-1,0]",middle class
,REGIOTYP,1,neighbourhood,5,"[-1,0]",lower middle class
,REGIOTYP,1,neighbourhood,6,"[-1,0]",traditional workers
,REGIOTYP,1,neighbourhood,7,"[-1,0]",marginal groups
RELAT_AB,RELAT_AB,0,share of unemployed in relation to the county the community belongs to,1,"[-1,0]",very low
,RELAT_AB,1,share of unemployed in relation to the county the community belongs to,2,"[-1,0]",low
,RELAT_AB,1,share of unemployed in relation to the county the community belongs to,3,"[-1,0]",average
,RELAT_AB,1,share of unemployed in relation to the county the community belongs to,4,"[-1,0]",high
,RELAT_AB,1,share of unemployed in relation to the county the community belongs to,5,"[-1,0]",very high
,RELAT_AB,1,share of unemployed in relation to the county the community belongs to,"-1, 9","[-1,9]",unknown
RETOURTYP_BK_S,RETOURTYP_BK_S,0,return type,0,"[-1,9]",unknown
,RETOURTYP_BK_S,1,return type,1,"[-1,9]",influenceable Crazy-Shopper
,RETOURTYP_BK_S,1,return type,2,"[-1,9]",demanding Heavy-Returner
,RETOURTYP_BK_S,1,return type,3,"[-1,9]",incentive-receptive Normal-Returner
,RETOURTYP_BK_S,1,return type,4,"[-1,9]",conservative Low-Returner
,RETOURTYP_BK_S,1,return type,5,"[-1,9]",determined Minimal-Returner
SEMIO_DOM,SEMIO_DOM,0,affinity indicating in what way the person is dominant minded,"-1, 9","[-1,9]",unknown
,SEMIO_DOM,1,affinity indicating in what way the person is dominant minded,1,"[-1,9]",highest affinity
,SEMIO_DOM,1,affinity indicating in what way the person is dominant minded,2,"[-1,9]",very high affinity
,SEMIO_DOM,1,affinity indicating in what way the person is dominant minded,3,"[-1,9]",high affinity
,SEMIO_DOM,1,affinity indicating in what way the person is dominant minded,4,"[-1,9]",average affinity
,SEMIO_DOM,1,affinity indicating in what way the person is dominant minded,5,"[-1,9]",low affinity
,SEMIO_DOM,1,affinity indicating in what way the person is dominant minded,6,"[-1,9]",very low affinity
,SEMIO_DOM,1,affinity indicating in what way the person is dominant minded,7,"[-1,9]",lowest affinity
SEMIO_ERL,SEMIO_ERL,0,affinity indicating in what way the person is eventful orientated,"-1, 9","[-1,9]",unknown
,SEMIO_ERL,1,affinity indicating in what way the person is eventful orientated,1,"[-1,9]",highest affinity
,SEMIO_ERL,1,affinity indicating in what way the person is eventful orientated,2,"[-1,9]",very high affinity
,SEMIO_ERL,1,affinity indicating in what way the person is eventful orientated,3,"[-1,9]",high affinity
,SEMIO_ERL,1,affinity indicating in what way the person is eventful orientated,4,"[-1,9]",average affinity
,SEMIO_ERL,1,affinity indicating in what way the person is eventful orientated,5,"[-1,9]",low affinity
,SEMIO_ERL,1,affinity indicating in what way the person is eventful orientated,6,"[-1,9]",very low affinity
,SEMIO_ERL,1,affinity indicating in what way the person is eventful orientated,7,"[-1,9]",lowest affinity
SEMIO_FAM,SEMIO_FAM,0,affinity indicating in what way the person is familiar minded,"-1, 9","[-1,9]",unknown
,SEMIO_FAM,1,affinity indicating in what way the person is familiar minded,1,"[-1,9]",highest affinity
,SEMIO_FAM,1,affinity indicating in what way the person is familiar minded,2,"[-1,9]",very high affinity
,SEMIO_FAM,1,affinity indicating in what way the person is familiar minded,3,"[-1,9]",high affinity
,SEMIO_FAM,1,affinity indicating in what way the person is familiar minded,4,"[-1,9]",average affinity
,SEMIO_FAM,1,affinity indicating in what way the person is familiar minded,5,"[-1,9]",low affinity
,SEMIO_FAM,1,affinity indicating in what way the person is familiar minded,6,"[-1,9]",very low affinity
,SEMIO_FAM,1,affinity indicating in what way the person is familiar minded,7,"[-1,9]",lowest affinity
SEMIO_KAEM,SEMIO_KAEM,0,affinity indicating in what way the person is of a fightfull attitude,"-1, 9","[-1,9]",unknown
,SEMIO_KAEM,1,affinity indicating in what way the person is of a fightfull attitude,1,"[-1,9]",highest affinity
,SEMIO_KAEM,1,affinity indicating in what way the person is of a fightfull attitude,2,"[-1,9]",very high affinity
,SEMIO_KAEM,1,affinity indicating in what way the person is of a fightfull attitude,3,"[-1,9]",high affinity
,SEMIO_KAEM,1,affinity indicating in what way the person is of a fightfull attitude,4,"[-1,9]",average affinity
,SEMIO_KAEM,1,affinity indicating in what way the person is of a fightfull attitude,5,"[-1,9]",low affinity
,SEMIO_KAEM,1,affinity indicating in what way the person is of a fightfull attitude,6,"[-1,9]",very low affinity
,SEMIO_KAEM,1,affinity indicating in what way the person is of a fightfull attitude,7,"[-1,9]",lowest affinity
SEMIO_KRIT,SEMIO_KRIT,0,affinity indicating in what way the person is critical minded,"-1, 9","[-1,9]",unknown
,SEMIO_KRIT,1,affinity indicating in what way the person is critical minded,1,"[-1,9]",highest affinity
,SEMIO_KRIT,1,affinity indicating in what way the person is critical minded,2,"[-1,9]",very high affinity
,SEMIO_KRIT,1,affinity indicating in what way the person is critical minded,3,"[-1,9]",high affinity
,SEMIO_KRIT,1,affinity indicating in what way the person is critical minded,4,"[-1,9]",average affinity
,SEMIO_KRIT,1,affinity indicating in what way the person is critical minded,5,"[-1,9]",low affinity
,SEMIO_KRIT,1,affinity indicating in what way the person is critical minded,6,"[-1,9]",very low affinity
,SEMIO_KRIT,1,affinity indicating in what way the person is critical minded,7,"[-1,9]",lowest affinity
SEMIO_KULT,SEMIO_KULT,0,affinity indicating in what way the person is cultural minded,"-1, 9","[-1,9]",unknown
,SEMIO_KULT,1,affinity indicating in what way the person is cultural minded,1,"[-1,9]",highest affinity
,SEMIO_KULT,1,affinity indicating in what way the person is cultural minded,2,"[-1,9]",very high affinity
,SEMIO_KULT,1,affinity indicating in what way the person is cultural minded,3,"[-1,9]",high affinity
,SEMIO_KULT,1,affinity indicating in what way the person is cultural minded,4,"[-1,9]",average affinity
,SEMIO_KULT,1,affinity indicating in what way the person is cultural minded,5,"[-1,9]",low affinity
,SEMIO_KULT,1,affinity indicating in what way the person is cultural minded,6,"[-1,9]",very low affinity
,SEMIO_KULT,1,affinity indicating in what way the person is cultural minded,7,"[-1,9]",lowest affinity
SEMIO_LUST,SEMIO_LUST,0,affinity indicating in what way the person is sensual minded,"-1, 9","[-1,9]",unknown
,SEMIO_LUST,1,affinity indicating in what way the person is sensual minded,1,"[-1,9]",highest affinity
,SEMIO_LUST,1,affinity indicating in what way the person is sensual minded,2,"[-1,9]",very high affinity
,SEMIO_LUST,1,affinity indicating in what way the person is sensual minded,3,"[-1,9]",high affinity
,SEMIO_LUST,1,affinity indicating in what way the person is sensual minded,4,"[-1,9]",average affinity
,SEMIO_LUST,1,affinity indicating in what way the person is sensual minded,5,"[-1,9]",low affinity
,SEMIO_LUST,1,affinity indicating in what way the person is sensual minded,6,"[-1,9]",very low affinity
,SEMIO_LUST,1,affinity indicating in what way the person is sensual minded,7,"[-1,9]",lowest affinity
SEMIO_MAT,SEMIO_MAT,0,affinity indicating in what way the person is material minded,"-1, 9","[-1,9]",unknown
,SEMIO_MAT,1,affinity indicating in what way the person is material minded,1,"[-1,9]",highest affinity
,SEMIO_MAT,1,affinity indicating in what way the person is material minded,2,"[-1,9]",very high affinity
,SEMIO_MAT,1,affinity indicating in what way the person is material minded,3,"[-1,9]",high affinity
,SEMIO_MAT,1,affinity indicating in what way the person is material minded,4,"[-1,9]",average affinity
,SEMIO_MAT,1,affinity indicating in what way the person is material minded,5,"[-1,9]",low affinity
,SEMIO_MAT,1,affinity indicating in what way the person is material minded,6,"[-1,9]",very low affinity
,SEMIO_MAT,1,affinity indicating in what way the person is material minded,7,"[-1,9]",lowest affinity
SEMIO_PFLICHT,SEMIO_PFLICHT,0,affinity indicating in what way the person is dutyfull traditional minded,"-1, 9","[-1,9]",unknown
,SEMIO_PFLICHT,1,affinity indicating in what way the person is dutyfull traditional minded,1,"[-1,9]",highest affinity
,SEMIO_PFLICHT,1,affinity indicating in what way the person is dutyfull traditional minded,2,"[-1,9]",very high affinity
,SEMIO_PFLICHT,1,affinity indicating in what way the person is dutyfull traditional minded,3,"[-1,9]",high affinity
,SEMIO_PFLICHT,1,affinity indicating in what way the person is dutyfull traditional minded,4,"[-1,9]",average affinity
,SEMIO_PFLICHT,1,affinity indicating in what way the person is dutyfull traditional minded,5,"[-1,9]",low affinity
,SEMIO_PFLICHT,1,affinity indicating in what way the person is dutyfull traditional minded,6,"[-1,9]",very low affinity
,SEMIO_PFLICHT,1,affinity indicating in what way the person is dutyfull traditional minded,7,"[-1,9]",lowest affinity
SEMIO_RAT,SEMIO_RAT,0,affinity indicating in what way the person is of a rational mind,"-1, 9","[-1,9]",unknown
,SEMIO_RAT,1,affinity indicating in what way the person is of a rational mind,1,"[-1,9]",highest affinity
,SEMIO_RAT,1,affinity indicating in what way the person is of a rational mind,2,"[-1,9]",very high affinity
,SEMIO_RAT,1,affinity indicating in what way the person is of a rational mind,3,"[-1,9]",high affinity
,SEMIO_RAT,1,affinity indicating in what way the person is of a rational mind,4,"[-1,9]",average affinity
,SEMIO_RAT,1,affinity indicating in what way the person is of a rational mind,5,"[-1,9]",low affinity
,SEMIO_RAT,1,affinity indicating in what way the person is of a rational mind,6,"[-1,9]",very low affinity
,SEMIO_RAT,1,affinity indicating in what way the person is of a rational mind,7,"[-1,9]",lowest affinity
SEMIO_REL,SEMIO_REL,0,affinity indicating in what way the person is religious,"-1, 9","[-1,9]",unknown
,SEMIO_REL,1,affinity indicating in what way the person is religious,1,"[-1,9]",highest affinity
,SEMIO_REL,1,affinity indicating in what way the person is religious,2,"[-1,9]",very high affinity
,SEMIO_REL,1,affinity indicating in what way the person is religious,3,"[-1,9]",high affinity
,SEMIO_REL,1,affinity indicating in what way the person is religious,4,"[-1,9]",average affinity
,SEMIO_REL,1,affinity indicating in what way the person is religious,5,"[-1,9]",low affinity
,SEMIO_REL,1,affinity indicating in what way the person is religious,6,"[-1,9]",very low affinity
,SEMIO_REL,1,affinity indicating in what way the person is religious,7,"[-1,9]",lowest affinity
SEMIO_SOZ,SEMIO_SOZ,0,affinity indicating in what way the person is social minded,"-1, 9","[-1,9]",unknown
